filename,extension,original_size,entropy,7z_size_bytes,7z_time_sec,7z_ratio,zip_size_bytes,zip_time_sec,zip_ratio,rar_size_bytes,rar_time_sec,rar_ratio,best_algo
file_0.png,.png,35514567,7.120785630683365,34965188,7.232903629344796,0.9845308984698952,35365198,1.8884419905119278,0.9957941548305965,34281571,3.6310680006092118,0.9652819889064439,rar
file_1.dll,.dll,4020815,5.821808032176477,2278452,0.5591910224795306,0.5666643609734456,2192160,0.23394661612583323,0.5452030864107423,2347380,0.5208181615142172,0.5838072050158742,zip
file_2.txt,.txt,16667573,2.215187787193529,1568875,0.5597640435407709,0.09412739974670997,5526264,0.41497118493760754,0.33155785461920634,4723960,0.6837156054407723,0.2834222025233405,7z
file_3.dll,.dll,18899614,5.240279007708655,7951133,1.8892214114572534,0.4207035025495384,11538013,0.6329735415427347,0.6104893470735399,8581160,0.9933277577819153,0.45403894076275814,7z
file_4.mp4,.mp4,30132250,7.993308802146814,30153314,6.517160846268887,1.0006990588993787,29734946,1.671328680276686,0.9868146602142497,30152431,3.2127370763066745,1.0006697498496668,zip
file_5.jpg,.jpg,46466798,7.5308528689235,45662693,9.254180464417725,0.9826950706854928,45156145,2.386298549566661,0.9717937931472271,46754215,4.77708756190238,1.00618542872844,zip
file_6.log,.log,39369249,1.2766338135130326,4970041,1.1818306740066382,0.12624170650330574,8020514,0.463062408542406,0.20372536957051332,4745792,0.7068422994224846,0.12054566124748768,rar
file_7.exe,.exe,26543978,5.832553760528274,11642114,2.6422934366581896,0.43859719590919494,14527958,0.777060908088985,0.5473165453735892,14376001,1.6725041255140527,0.5415918125978356,7z
file_8.log,.log,40423573,2.369124269637216,4105705,1.2247947062180988,0.10156711402982249,4044974,0.3762861522612295,0.10006475519511765,4438866,0.7288308365055632,0.10980886875442043,zip
file_9.sql,.sql,17149084,3.329565229807952,3465095,1.0915126283941565,0.20205717290945427,5843046,0.41612876976806656,0.3407206447413592,4572055,0.7200125042699423,0.26660640537712915,7z
file_10.txt,.txt,31724259,1.9735671121656375,1956906,0.8401814712877556,0.06168485385994353,5806849,0.38989389712186096,0.18304130374594552,9272423,1.2107741013961246,0.2922818104157502,7z
file_11.txt,.txt,2303320,3.498388113711165,251293,0.5499138989366361,0.10910049524486568,430268,0.19457450563386675,0.18680343226531482,573806,0.27688769370146943,0.2491215519020572,7z
file_12.py,.py,32348820,4.001051576548803,10226831,2.5380146030988584,0.31614234489400195,8500434,0.5572786707229302,0.2627741810834851,12504988,1.449232937523977,0.38656706359990023,zip
file_13.py,.py,21861404,4.195073043934858,7156697,1.8513664027920242,0.32736677240343154,8758675,0.5102868730964056,0.4006456278605067,6819512,0.8933962939657909,0.3119430207918155,rar
file_14.log,.log,547204,1.4292082324954969,38161,0.15733779930746933,0.06973930908270609,153395,0.09386748274133204,0.28032582679169116,94554,0.15677502787908876,0.17279489557874028,7z
file_15.jpg,.jpg,31631706,7.844979580269801,31184674,6.410385642517456,0.9858676244764913,31638337,1.7194103317391218,1.0002096466673276,31149752,3.3739300458345376,0.9847636046620523,rar
file_16.py,.py,44091499,4.833218431949115,12389771,2.698750960918481,0.2810013563169518,14032106,0.8938712977076666,0.31824969793445107,17598292,1.8773434985934194,0.39913119098708116,7z
file_17.sql,.sql,48858333,3.098117282736614,9221164,2.065482090491292,0.18873267912448383,14935965,0.8853955806046727,0.3056994419089035,15534071,1.7675488196202662,0.3179410927089282,7z
file_18.log,.log,4006636,2.489238770516096,309640,0.5020629785219751,0.0772818566098841,1101314,0.2537826954881426,0.27487261352127174,652486,0.24967066219422973,0.16285135698679243,7z
file_19.sql,.sql,38037844,3.9556809652454428,8390067,2.0381142709941003,0.22057158235172675,8592107,0.6037847288596496,0.2258831446145159,9434588,1.2411123873765795,0.24803162743027524,7z
file_20.jpg,.jpg,28822467,7.507559766859825,28558680,6.111103645303082,0.9908478760654656,28881468,1.5953142639391253,1.002047063882514,29389224,3.2302316899635106,1.0196637356526548,7z
file_21.png,.png,45502344,7.559172774167784,43473885,9.187127045962928,0.955420794952065,44178682,2.4034733388717275,0.970910030994813,44706797,4.762121383758401,0.9825163664441361,7z
file_22.sql,.sql,19303842,3.4375718540472517,2124810,0.6302473248354376,0.11007190031089874,4609844,0.30471016426389896,0.2388045237733312,6107100,0.8802912892116057,0.3163671019502345,7z
file_23.png,.png,39111316,7.453594308447233,39319688,8.3320415041787,1.0053276885627267,38341753,1.9891915846962651,0.980323783587812,37925666,3.995253391499247,0.96968525151661,rar
file_24.png,.png,18504624,7.672850479066354,18319000,3.992516841571655,0.9899687882861776,17736503,0.9571497205447068,0.9584903506874157,18633757,2.074647445325058,1.0069784352843745,zip
file_25.png,.png,31258690,7.477116885774043,31459307,6.594267370861957,1.0064179697668827,30224800,1.580975645538007,0.9669247428350516,30012232,3.1563881436425834,0.9601244388130038,rar
file_26.txt,.txt,8614674,3.2327570802255075,1242267,0.6409069171204579,0.14420363614399373,2957661,0.3276952755829754,0.34332832076616193,1964488,0.48867922372849865,0.22803980842214402,7z
file_27.png,.png,37691932,7.443308220291546,37922560,7.805671055621839,1.0061187699617782,37379012,1.935229920497012,0.9916979613823773,37788925,3.949641208057944,1.0025733353944706,zip
file_28.sql,.sql,3733803,3.489121242375308,475108,0.4300893212906976,0.12724507063476123,1398029,0.17434321016500753,0.37442521431158116,934078,0.31987283208942596,0.2501680420266103,7z
file_29.docx,.docx,40432861,7.072368311312208,39346513,8.167083466969803,0.9731320586968072,40142988,2.167787256289725,0.9928307751523977,39896175,4.134796245368693,0.9867264958756444,7z
file_30.dll,.dll,13626224,6.757054672796135,6505543,1.632984254029102,0.47742821033329597,8174699,0.47671859732018973,0.5999240836214678,7641939,0.8897709832531913,0.5608259475717502,7z
file_31.sql,.sql,16652882,2.60924005183816,3624573,0.8599635303707749,0.21765443744741553,4995192,0.34117069843783643,0.2999596215019923,2527293,0.5243015743345565,0.1517631013875596,rar
file_32.log,.log,24065303,2.2147081433568463,3219558,0.9588858543252557,0.13378426864428733,5611444,0.3340984819915713,0.23317574612521544,5739653,0.8351733693553947,0.23850329019631666,7z
file_33.sql,.sql,41342436,3.4841772372230913,5545906,1.293007559777788,0.13414561102917158,9003284,0.6363968046137547,0.21777343605704236,12695970,1.416389783635166,0.3070929560525828,7z
file_34.log,.log,31096790,1.5487931210406616,1778058,0.4825014034031312,0.05717818780859958,4597224,0.349456074261927,0.1478359679920483,7432862,1.003005540332788,0.23902347346799468,7z
file_35.dll,.dll,35194658,5.512193860574714,19065845,4.263234581343879,0.5417255575342343,21122778,1.2428982095469594,0.6001700262486882,20689365,2.1974143748479156,0.5878552727061603,7z
file_36.mp4,.mp4,15114245,7.743165369458842,15092659,3.15618137932306,0.9985718759154741,15081113,0.9038862140927744,0.9978078967429028,15143655,1.7110788746884085,1.0019458821641842,zip
file_37.log,.log,21627479,1.84553055861747,1585244,0.6522320284016595,0.07329771956114803,6159926,0.491605333885078,0.2848194555228305,4706019,0.7325042012439253,0.21759446966187035,7z
file_38.sql,.sql,16396479,2.938061559683076,1356646,0.7604592578764005,0.08274009902811871,3792159,0.2752700802125613,0.23127891739352574,2674570,0.4367189891967818,0.1631186040481023,7z
file_39.sql,.sql,40150254,3.9280449048468498,4550792,1.0225075637355512,0.11334406414785755,12284443,0.7573964046550821,0.3059617756793352,9308045,1.0633033981334017,0.23183029856135637,7z
file_40.txt,.txt,16973550,2.883318113953555,2143916,0.8119805359302192,0.12630924847385794,3704978,0.2703427551324971,0.2182795433782321,2272789,0.37571461381177507,0.13390183041292464,7z
file_41.jpg,.jpg,30106108,7.8668710794026735,29816848,6.2567984342306024,0.9903919934660868,29296008,1.6581042820451728,0.973091848851304,30579343,3.18731345222164,1.0157189211245363,zip
file_42.png,.png,267350,7.38309016609816,262744,0.4379268231194333,0.9827731928556006,263371,0.14698830524432627,0.9851175422668434,266042,0.2576784742856776,0.995108212526211,7z
file_43.dll,.dll,361541,6.786660872802063,165614,0.14261854876758132,0.4580801917675313,245723,0.07392113116657328,0.6796567710031227,224486,0.22138329795000383,0.6209156100626483,7z
file_44.log,.log,38787440,1.3740410904751716,5623943,1.2446306776881069,0.14499392678447975,4367951,0.3896531859849601,0.11261251960625106,7011342,0.8275052734609202,0.1807632148175566,zip
file_45.png,.png,14675531,7.287450166376045,14192849,2.9640652001616608,0.9671098091916988,13980701,0.8822464254417945,0.9526538581488393,14088213,1.553066167560564,0.9599798430516897,zip
file_46.py,.py,24609483,3.8244775290393695,8182366,1.9741871929765906,0.33248834760618967,7411847,0.5259608890898224,0.30117850557592807,5850452,0.8283243404030798,0.23773163171592723,rar
file_47.py,.py,3994771,3.544406016276956,714205,0.33729705289511913,0.17878503796290401,1617904,0.2481361840425084,0.40500554655802057,1243563,0.37253797552122503,0.3112978446217898,7z
file_48.sql,.sql,42632490,2.594858921089939,3922988,1.1394112824291411,0.09201874287978132,12799359,0.8060777108682383,0.3002254756556158,9654880,1.1102432546928633,0.22646765650496176,7z
file_49.jpg,.jpg,45787225,7.5475952958870085,46273510,9.378274650529335,1.0106205533040336,45667006,2.3339422183855167,0.9973744143503177,46130030,4.8459207201998975,1.0074869223380059,zip
file_50.sql,.sql,16634716,3.4737956974513367,1898057,0.6063444023655832,0.1141021792201635,5167334,0.33954295639390786,0.3106355797280067,4004296,0.6499510897243205,0.24071923199693315,7z
file_51.exe,.exe,44068478,6.029886241392885,18617811,4.026680014036408,0.4224745751800455,25375695,1.3845129641090401,0.575824179487173,18175901,2.088035803788457,0.4124467713051034,rar
file_52.log,.log,20006110,1.2919408585945498,2924132,1.045135443554737,0.14616199705950314,2855779,0.33663493469664696,0.1427453544317075,1803796,0.38283822708639254,0.09016227822056239,rar
file_53.py,.py,48326780,4.143533357686725,10996967,2.5667236420521746,0.22755431032474976,18332740,1.0805621815640971,0.3793495198746033,11016227,1.361000935691453,0.22795285071693752,7z
file_54.png,.png,48886127,7.330344999747837,48355153,10.029642842161811,0.9891385725082582,47797658,2.5711017335347455,0.9777346119548469,46488162,4.802034982352025,0.9509479509848373,rar
file_55.mp4,.mp4,23686547,7.784287172800078,23616252,4.929761130860211,0.997032319913639,23375422,1.3200909622493364,0.9868649346012773,23813245,2.5491866375286376,1.0053489681396923,zip
file_56.png,.png,27451542,7.438576762407848,27271980,5.910586609921613,0.9934589724688377,26809418,1.4461432705020596,0.9766088461226106,27014844,2.9341369339065926,0.9840920571489211,zip
file_57.txt,.txt,27699092,2.347456109923374,4356062,1.118998838235594,0.15726371113328314,9499141,0.5505329061999703,0.3429405546887785,4717066,0.611858671435668,0.17029679158472016,7z
file_58.log,.log,45736369,1.4311868512729902,6402040,1.453411558258755,0.13997702735934048,11137393,0.639391053972032,0.24351284321704753,10654603,1.327329000967001,0.2329569230973797,7z
file_59.txt,.txt,21635700,1.8662907237574002,2532558,0.6687512086158548,0.11705462150176123,4013974,0.3161459149708885,0.18552549970210075,3476559,0.6018155536149092,0.16068626721229406,7z
file_60.txt,.txt,6809941,3.3730359497223583,1233231,0.5809568833930026,0.18109276865240753,1138016,0.12140287030701202,0.16711109082998285,1690596,0.28950739730217095,0.2482542537462811,zip
file_61.log,.log,46305646,2.0606712705876093,2810782,0.8354765232415478,0.060700639188331865,6622309,0.464314507477282,0.1430129950211981,8391391,1.065799138577416,0.18121745654907506,7z
file_62.exe,.exe,742531,6.004296661946641,382759,0.29261824559687083,0.5154800286301934,387261,0.13866371186542134,0.521542398248738,362409,0.29050309233555965,0.4880727821301347,rar
file_63.txt,.txt,41814294,2.561093145560661,6349801,1.4570003347608642,0.15185719948806536,8747011,0.5557159186634572,0.2091871027145239,7693003,1.0193193386182204,0.1839802334925264,7z
file_64.py,.py,44153049,3.6558639716837513,11424909,2.6546333363489203,0.258756984804668,18882261,1.1027794741109553,0.42765475826946064,12731996,1.4705214518824041,0.2883605257569773,7z
file_65.py,.py,34426730,4.896659597283598,9410112,2.135709189252824,0.27333737962662086,14283889,0.7731041386249671,0.41490695337931927,12876141,1.5814466302381,0.37401580114636523,7z
file_66.log,.log,47105488,2.820526998724748,3551181,0.9001909243021933,0.07538785423042536,9968293,0.6968366040398066,0.21161639912511304,8962330,1.0716095305409292,0.19026084763309514,7z
file_67.png,.png,24757697,7.102753573281748,24138003,5.045157509814138,0.974969682993308,24025058,1.3358211751082123,0.9704076394406389,24036019,2.5141903947091575,0.9708503638258688,zip
file_68.txt,.txt,23931651,2.0202422096955477,4243519,1.1782975836447287,0.17731828866141208,3969678,0.3234379950240834,0.1658756786250248,6105090,0.8524145173929087,0.25510529134909177,zip
file_69.mp4,.mp4,1018382,7.888199630965807,1024508,0.44580367321901093,1.0060163251566279,1016709,0.1722198673482928,0.998357718695505,1025546,0.2657398975113376,1.0070351127635835,zip
